		AU	AU	AU	AU	AU	AU	AT	AT	AT	AT	AT	AT	BE	BE	BE	BE	BE	BE	BR	BR	BR	BR	BR	BR	BG	BG	BG	BG	BG	BG	CA	CA	CA	CA	CA	CA	CN	CN	CN	CN	CN	CN	CY	CY	CY	CY	CY	CY	CZ	CZ	CZ	CZ	CZ	CZ	DK	DK	DK	DK	DK	DK	EE	EE	EE	EE	EE	EE	FI	FI	FI	FI	FI	FI	FR	FR	FR	FR	FR	FR	DE	DE	DE	DE	DE	DE	GR	GR	GR	GR	GR	GR	HU	HU	HU	HU	HU	HU	HR	HR	HR	HR	HR	HR	IN	IN	IN	IN	IN	IN	ID	ID	ID	ID	ID	ID	IE	IE	IE	IE	IE	IE	IT	IT	IT	IT	IT	IT	JP	JP	JP	JP	JP	JP	LV	LV	LV	LV	LV	LV	LT	LT	LT	LT	LT	LT	LU	LU	LU	LU	LU	LU	MT	MT	MT	MT	MT	MT	MX	MX	MX	MX	MX	MX	NL	NL	NL	NL	NL	NL	NO	NO	NO	NO	NO	NO	PL	PL	PL	PL	PL	PL	PT	PT	PT	PT	PT	PT	RO	RO	RO	RO	RO	RO	RU	RU	RU	RU	RU	RU	SK	SK	SK	SK	SK	SK	SI	SI	SI	SI	SI	SI	ZA	ZA	ZA	ZA	ZA	ZA	KR	KR	KR	KR	KR	KR	ES	ES	ES	ES	ES	ES	SE	SE	SE	SE	SE	SE	CH	CH	CH	CH	CH	CH	TR	TR	TR	TR	TR	TR	GB	GB	GB	GB	GB	GB	US	US	US	US	US	US	WA	WA	WA	WA	WA	WA	WL	WL	WL	WL	WL	WL	WE	WE	WE	WE	WE	WE	WF	WF	WF	WF	WF	WF	WM	WM	WM	WM	WM	WM
		Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables	Final consumption expenditure by households	Final consumption expenditure by non-profit organisations serving households (NPISH)	Final consumption expenditure by government	Gross fixed capital formation	Changes in inventories	Changes in valuables
Food	tonne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manure	tonne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Textile	tonne	0	0	0	328935,2591	0	0	0	0	0	48938,37469	0	0	0	0	0	158080,4189	0	0	0	0	0	873726,5574	0	0	0	0	0	164270,3592	0	0	0	0	0	354617,409	0	0	0	0	0	3783081,847	0	0	0	0	0	15071,41205	0	0	0	0	0	142605,4223	0	0	0	0	0	151245,7758	0	0	0	0	0	14427,46688	0	0	0	0	0	81329,29373	0	0	0	0	0	1093182,097	0	0	0	0	0	708869,0257	0	0	0	0	0	293293,9545	0	0	0	0	0	200818,6503	0	0	0	0	0	37241,73161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58416,32221	0	0	0	0	0	802566,504	0	0	0	0	0	312495,9119	0	0	0	0	0	28671,71196	0	0	0	0	0	43384,47868	0	0	0	0	0	8029,574652	0	0	0	0	0	4834,555002	0	0	0	0	0	234321,5748	0	0	0	0	0	414690,66	0	0	0	0	0	159743,0993	0	0	0	0	0	375601,177	0	0	0	0	0	171122,1197	0	0	0	0	0	210821,5895	0	0	0	0	0	353715,4163	0	0	0	0	0	59141,24815	0	0	0	0	0	23281,70605	0	0	0	0	0	0	0	0	0	0	0	130213,218	0	0	0	0	0	516810,228	0	0	0	0	0	98581,85613	0	0	0	0	0	23963,72218	0	0	0	0	0	1369710,304	0	0	0	0	0	1218691,067	0	0	0	0	0	8297960,085	0	0	0	0	0	0	0	0	0	0	0	23487,27179	0	0	0	0	0	0	0	0	0	0	0	654047,2397	0	0	0	0	0	0	0	0
Wood	tonne	0	0	0	635505,5863	0	0	0	0	0	438127,6151	0	0	0	0	0	81720,46015	0	0	0	0	0	6329696,501	0	0	0	0	0	46197,33971	0	0	0	0	0	3723542,937	0	0	0	0	0	5502275,839	0	0	0	0	0	12564,49022	0	0	0	0	0	78501,76945	0	0	0	0	0	255250,0841	0	0	0	0	0	180841,2743	0	0	0	0	0	1939891,315	0	0	0	0	0	298089,0587	0	0	0	0	0	1552383,866	0	0	0	0	0	257162,3593	0	0	0	0	0	15538,74178	0	0	0	0	0	63413,14418	0	0	0	0	0	0	0	0	0	0	0	222929,0737	0	0	0	0	0	39482,08594	0	0	0	0	0	1579809,8	0	0	0	0	0	1200862,296	0	0	0	0	0	3077,307456	0	0	0	0	0	73641,16688	0	0	0	0	0	4901,899105	0	0	0	0	0	97,80990063	0	0	0	0	0	1495254,413	0	0	0	0	0	214451,2847	0	0	0	0	0	162450,1581	0	0	0	0	0	713493,3315	0	0	0	0	0	147869,4947	0	0	0	0	0	229278,5301	0	0	0	0	0	14744292,69	0	0	0	0	0	136967,776	0	0	0	0	0	2970,104561	0	0	0	0	0	21660539,6	0	0	0	0	0	1226586,514	0	0	0	0	0	1431846,02	0	0	0	0	0	60257,34815	0	0	0	0	0	62500,8419	0	0	0	0	0	1052089,068	0	0	0	0	0	108162,2471	0	0	0	0	0	893443,5985	0	0	0	0	0	0,148208755	0	0	0	0	0	0,102476108	0	0	0	0	0	1714947,256	0	0	0	0	0	0,016764647	0	0	0	0	0	0,005340858	0	0
Paper	tonne	0	0	0	3938222,648	0	0	0	0	0	1487334,137	0	0	0	0	0	1765957,67	0	0	0	0	0	4335714,423	0	0	0	0	0	896748,8082	0	0	0	0	0	7867124,975	0	0	0	0	0	6121628,826	0	0	0	0	0	116629,7349	0	0	0	0	0	959780,2716	0	0	0	0	0	1104531,227	0	0	0	0	0	93687,46076	0	0	0	0	0	499014,7818	0	0	0	0	0	8781199,362	0	0	0	0	0	17643582,63	0	0	0	0	0	1790977,861	0	0	0	0	0	1432946,399	0	0	0	0	0	89681,92977	0	0	0	0	0	628520,3418	0	0	0	0	0	1209556,788	0	0	0	0	0	435005,5498	0	0	0	0	0	7358486,768	0	0	0	0	0	8657246,299	0	0	0	0	0	74836,07633	0	0	0	0	0	305632,2336	0	0	0	0	0	43173,26746	0	0	0	0	0	32678,04957	0	0	0	0	0	1775000,389	0	0	0	0	0	3526095,458	0	0	0	0	0	1168336,015	0	0	0	0	0	2794032,511	0	0	0	0	0	1184615,557	0	0	0	0	0	1102265,33	0	0	0	0	0	1042,703823	0	0	0	0	0	255589,5191	0	0	0	0	0	336027,3361	0	0	0	0	0	456896,3174	0	0	0	0	0	4646557,345	0	0	0	0	0	6482243,077	0	0	0	0	0	1798206,509	0	0	0	0	0	229315,5651	0	0	0	0	0	3568907,073	0	0	0	0	0	10305559,36	0	0	0	0	0	41189125,1	0	0	0	0	0	1631295,386	0	0	0	0	0	509202,8911	0	0	0	0	0	114141,9325	0	0	0	0	0	2989,108503	0	0	0	0	0	99852,69008	0	0
Plastics	tonne	0	0	0	32650,94881	0	0	0	0	0	281755,0314	0	0	0	0	0	11476,98902	0	0	0	0	0	5179634,317	0	0	0	0	0	39372,19059	0	0	0	0	0	540151,4478	0	0	0	0	0	2868423,81	0	0	0	0	0	6645,223023	0	0	0	0	0	39012,90743	0	0	0	0	0	84339,82024	0	0	0	0	0	8442,446208	0	0	0	0	0	2678,804668	0	0	0	0	0	1201582,727	0	0	0	0	0	1721422,185	0	0	0	0	0	54927,61236	0	0	0	0	0	118288,0936	0	0	0	0	0	15552,50444	0	0	0	0	0	34189,83143	0	0	0	0	0	140889,1405	0	0	0	0	0	27168,55711	0	0	0	0	0	1728220,607	0	0	0	0	0	7259344,583	0	0	0	0	0	4510,2447	0	0	0	0	0	40471,52812	0	0	0	0	0	4123,521129	0	0	0	0	0	2968,754493	0	0	0	0	0	1416600,524	0	0	0	0	0	58396,24708	0	0	0	0	0	159549,0494	0	0	0	0	0	361938,0116	0	0	0	0	0	90766,41523	0	0	0	0	0	31366,30216	0	0	0	0	0	21225069,07	0	0	0	0	0	16651,65235	0	0	0	0	0	25198,38224	0	0	0	0	0	14468,47256	0	0	0	0	0	317192,2286	0	0	0	0	0	1649212,862	0	0	0	0	0	87412,67124	0	0	0	0	0	82753,42753	0	0	0	0	0	970225,8618	0	0	0	0	0	3879148,55	0	0	0	0	0	19893907,86	0	0	0	0	0	1030081,407	0	0	0	0	0	105745,9402	0	0	0	0	0	501250,0127	0	0	0	0	0	263026,586	0	0	0	0	0	215493,6968	0	0
Glass	tonne	0	0	0	77568,60773	0	0	0	0	0	261939,4305	0	0	0	0	0	275412,003	0	0	0	0	0	5299,331373	0	0	0	0	0	71222,94975	0	0	0	0	0	2259,555147	0	0	0	0	0	15331216,34	0	0	0	0	0	22533191,27	0	0	0	0	0	5241,692322	0	0	0	0	0	285752,6951	0	0	0	0	0	39769,2708	0	0	0	0	0	182196,2119	0	0	0	0	0	1714431,295	0	0	0	0	0	2200050,183	0	0	0	0	0	47707716,61	0	0	0	0	0	45696,71696	0	0	0	0	0	35788,23804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70629,86326	0	0	0	0	0	2707111,399	0	0	0	0	0	40873,65396	0	0	0	0	0	159386,9519	0	0	0	0	0	758429,677	0	0	0	0	0	22680727,82	0	0	0	0	0	1037243,196	0	0	0	0	0	523322,4712	0	0	0	0	0	603234,043	0	0	0	0	0	39056,04811	0	0	0	0	0	618811,3471	0	0	0	0	0	190821,6473	0	0	0	0	0	57375,25717	0	0	0	0	0	693925,1699	0	0	0	0	0	23278,26929	0	0	0	0	0	8556,073665	0	0	0	0	0	0	0	0	0	0	0	379,6243669	0	0	0	0	0	968639,8975	0	0	0	0	0	121199,9238	0	0	0	0	0	306937,4318	0	0	0	0	0	237637,5721	0	0	0	0	0	951092,7127	0	0	0	0	0	3281749,267	0	0	0	0	0	6,145986702	0	0	0	0	0	0,477969297	0	0	0	0	0	1164607,216	0	0	0	0	0	10314,91507	0	0	0	0	0	759,8952526	0	0
Ashes	tonne	0	0	0	1836462,754	0	0	0	0	0	6949407,974	0	0	0	0	0	16991,10498	0	0	0	0	0	4830224,504	0	0	0	0	0	137661251,4	0	0	0	0	0	118674,7134	0	0	0	0	0	62218839,44	0	0	0	0	0	102021,9079	0	0	0	0	0	601502,5316	0	0	0	0	0	1264330,461	0	0	0	0	0	9125033,263	0	0	0	0	0	26245226,55	0	0	0	0	0	83171234,97	0	0	0	0	0	3768706,048	0	0	0	0	0	421571,0293	0	0	0	0	0	462492,5545	0	0	0	0	0	80340,59031	0	0	0	0	0	9379430,504	0	0	0	0	0	0	0	0	0	0	0	1590500,886	0	0	0	0	0	249119,0693	0	0	0	0	0	5436352,964	0	0	0	0	0	3516356,254	0	0	0	0	0	36304,40284	0	0	0	0	0	59474,50737	0	0	0	0	0	11712,68298	0	0	0	0	0	0,000103191	0	0	0	0	0	499888,2288	0	0	0	0	0	1207421,697	0	0	0	0	0	6589009,58	0	0	0	0	0	127393,5201	0	0	0	0	0	654,5716785	0	0	0	0	0	15883373,24	0	0	0	0	0	2594862,501	0	0	0	0	0	212249,6217	0	0	0	0	0	2405829,333	0	0	0	0	0	1595779,424	0	0	0	0	0	2225865,291	0	0	0	0	0	19838967,51	0	0	0	0	0	117553,4902	0	0	0	0	0	590915,263	0	0	0	0	0	222261,8385	0	0	0	0	0	72298097,41	0	0	0	0	0	0,145003227	0	0	0	0	0	0	0	0	0	0	0	1132,729675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Steel	tonne	0	0	0	3999927,834	0	0	0	0	0	2885528,29	0	0	0	0	0	5663867,532	0	0	0	0	0	12334493,89	0	0	0	0	0	1722430,347	0	0	0	0	0	9524055,831	0	0	0	0	0	139574032,1	0	0	0	0	0	236921,734	0	0	0	0	0	3771383,064	0	0	0	0	0	1112376,726	0	0	0	0	0	659944,3852	0	0	0	0	0	1241318,874	0	0	0	0	0	12757806,94	0	0	0	0	0	25155304,82	0	0	0	0	0	2479755,47	0	0	0	0	0	2057485,916	0	0	0	0	0	877576,5384	0	0	0	0	0	30205856,61	0	0	0	0	0	1848928,646	0	0	0	0	0	731303,3435	0	0	0	0	0	18626437	0	0	0	0	0	32638846,4	0	0	0	0	0	573327,2053	0	0	0	0	0	540082,1957	0	0	0	0	0	792872,7218	0	0	0	0	0	733607,2788	0	0	0	0	0	13665312,12	0	0	0	0	0	6093910,489	0	0	0	0	0	777142,148	0	0	0	0	0	8330403,646	0	0	0	0	0	343664,3687	0	0	0	0	0	2928618,709	0	0	0	0	0	26299498,33	0	0	0	0	0	1699641,109	0	0	0	0	0	481378,4517	0	0	0	0	0	6297797,391	0	0	0	0	0	21050722,67	0	0	0	0	0	27666327,72	0	0	0	0	0	4909169,402	0	0	0	0	0	1438157,09	0	0	0	0	0	89550,59731	0	0	0	0	0	11869592,69	0	0	0	0	0	81727508,37	0	0	0	0	0	8207965,706	0	0	0	0	0	5910809,5	0	0	0	0	0	1185965,265	0	0	0	0	0	3368953,975	0	0	0	0	0	19411654,12	0	0
